"ID","STATUS"
"8014T000000BdhLQAS","Item Deleted"
"8014T000000BdhrQAC","Item Deleted"
"8014T000000BdhQQAS","Item Deleted"
"8014T000000BeAJQA0","Item Deleted"
"8014T000000BeAKQA0","Item Deleted"
"8014T000000BeALQA0","Item Deleted"
"8014T000000BeBFQA0","Item Deleted"
"8014T000000BeBGQA0","Item Deleted"
"8014T000000BeBHQA0","Item Deleted"
"8014T000000BeBIQA0","Item Deleted"
"8014T000000BeBJQA0","Item Deleted"
"8014T000000BeBKQA0","Item Deleted"
"8014T000000BeBLQA0","Item Deleted"
"8014T000000BeBMQA0","Item Deleted"
"8014T000000BeBNQA0","Item Deleted"
"8014T000000BeBOQA0","Item Deleted"
"8014T000000BeBPQA0","Item Deleted"
"8014T000000Be0hQAC","Item Deleted"
"8014T000000Be0iQAC","Item Deleted"
"8014T000000Be0jQAC","Item Deleted"
"8014T000000Be0kQAC","Item Deleted"
"8014T000000Be0lQAC","Item Deleted"
"8014T000000Be0mQAC","Item Deleted"
"8014T000000Be0nQAC","Item Deleted"
"8014T000000Be0oQAC","Item Deleted"
"8014T000000Be0pQAC","Item Deleted"
"8014T000000Be0qQAC","Item Deleted"
"8014T000000Be0rQAC","Item Deleted"
"8014T000000Be0sQAC","Item Deleted"
"8014T000000Be0tQAC","Item Deleted"
"8014T000000Be6uQAC","Item Deleted"
"8014T000000Be6vQAC","Item Deleted"
"8014T000000Be6wQAC","Item Deleted"
"8014T000000Be6xQAC","Item Deleted"
"8014T000000Be6yQAC","Item Deleted"
"8014T000000Be6zQAC","Item Deleted"
"8014T000000Be70QAC","Item Deleted"
"8014T000000Be71QAC","Item Deleted"
"8014T000000Be72QAC","Item Deleted"
"8014T000000Be73QAC","Item Deleted"
"8014T000000Be74QAC","Item Deleted"
"8014T000000Be75QAC","Item Deleted"
"8014T000000Be76QAC","Item Deleted"
"8014T000000Be77QAC","Item Deleted"
"8014T000000BdrvQAC","Item Deleted"
"8014T000000BdrwQAC","Item Deleted"
"8014T000000BdrxQAC","Item Deleted"
"8014T000000BdryQAC","Item Deleted"
"8014T000000BdrzQAC","Item Deleted"
"8014T000000Bds0QAC","Item Deleted"
"8014T000000Bds1QAC","Item Deleted"
"8014T000000Bds2QAC","Item Deleted"
"8014T000000Bds3QAC","Item Deleted"
"8014T000000Bds4QAC","Item Deleted"
"8014T000000Bds5QAC","Item Deleted"
"8014T000000Bds6QAC","Item Deleted"
"8014T000000Bds7QAC","Item Deleted"
"8014T000000Bds8QAC","Item Deleted"
"8014T000000Be8yQAC","Item Deleted"
"8014T000000Be8zQAC","Item Deleted"
"8014T000000Be90QAC","Item Deleted"
"8014T000000Be91QAC","Item Deleted"
"8014T000000Be92QAC","Item Deleted"
"8014T000000Be93QAC","Item Deleted"
"8014T000000Be94QAC","Item Deleted"
"8014T000000Be95QAC","Item Deleted"
"8014T000000Be96QAC","Item Deleted"
"8014T000000Be97QAC","Item Deleted"
"8014T000000Be98QAC","Item Deleted"
"8014T000000Be99QAC","Item Deleted"
"8014T000000Be9AQAS","Item Deleted"
"8014T000000Be9BQAS","Item Deleted"
"8014T000000BdveQAC","Item Deleted"
"8014T000000BdvfQAC","Item Deleted"
"8014T000000BdvgQAC","Item Deleted"
"8014T000000BdvhQAC","Item Deleted"
"8014T000000BdviQAC","Item Deleted"
"8014T000000BdvjQAC","Item Deleted"
"8014T000000BdvkQAC","Item Deleted"
"8014T000000BdvlQAC","Item Deleted"
"8014T000000Be0uQAC","Item Deleted"
"8014T000000Be0vQAC","Item Deleted"
"8014T000000Be0wQAC","Item Deleted"
"8014T000000Be0xQAC","Item Deleted"
"8014T000000Be0yQAC","Item Deleted"
"8014T000000Be0zQAC","Item Deleted"
"8014T000000Be78QAC","Item Deleted"
"8014T000000Be79QAC","Item Deleted"
"8014T000000Be7AQAS","Item Deleted"
"8014T000000Be7BQAS","Item Deleted"
"8014T000000Be7CQAS","Item Deleted"
"8014T000000Be7DQAS","Item Deleted"
"8014T000000Be7EQAS","Item Deleted"
"8014T000000Be7FQAS","Item Deleted"
"8014T000000Be7GQAS","Item Deleted"
"8014T000000Be7HQAS","Item Deleted"
"8014T000000Be7IQAS","Item Deleted"
"8014T000000Be7JQAS","Item Deleted"
"8014T000000Be7KQAS","Item Deleted"
"8014T000000Be7LQAS","Item Deleted"
"8014T000000Bds9QAC","Item Deleted"
"8014T000000BdsAQAS","Item Deleted"
"8014T000000BdsBQAS","Item Deleted"
"8014T000000BdsCQAS","Item Deleted"
"8014T000000BdsDQAS","Item Deleted"
"8014T000000BdsEQAS","Item Deleted"
"8014T000000BdsFQAS","Item Deleted"
"8014T000000BdsGQAS","Item Deleted"
"8014T000000BdsHQAS","Item Deleted"
"8014T000000BdsIQAS","Item Deleted"
"8014T000000BdsJQAS","Item Deleted"
"8014T000000BdsKQAS","Item Deleted"
"8014T000000BdsLQAS","Item Deleted"
"8014T000000BdsMQAS","Item Deleted"
"8014T000000BdqRQAS","Item Deleted"
"8014T000000BdqSQAS","Item Deleted"
"8014T000000BdqTQAS","Item Deleted"
"8014T000000BdqUQAS","Item Deleted"
"8014T000000BdqVQAS","Item Deleted"
"8014T000000BdqWQAS","Item Deleted"
"8014T000000BdqXQAS","Item Deleted"
"8014T000000BdqYQAS","Item Deleted"
"8014T000000BdqZQAS","Item Deleted"
"8014T000000BdqaQAC","Item Deleted"
"8014T000000BdvQQAS","Item Deleted"
"8014T000000BdvRQAS","Item Deleted"
"8014T000000BdvSQAS","Item Deleted"
"8014T000000BdvTQAS","Item Deleted"
"8014T000000BdvUQAS","Item Deleted"
"8014T000000BdvVQAS","Item Deleted"
"8014T000000BdvWQAS","Item Deleted"
"8014T000000BdvXQAS","Item Deleted"
"8014T000000BdvYQAS","Item Deleted"
"8014T000000BdvZQAS","Item Deleted"
"8014T000000BdvaQAC","Item Deleted"
"8014T000000BdvbQAC","Item Deleted"
"8014T000000BdvcQAC","Item Deleted"
"8014T000000BdvdQAC","Item Deleted"
"8014T000000Be7MQAS","Item Deleted"
"8014T000000Be7NQAS","Item Deleted"
"8014T000000Be7OQAS","Item Deleted"
"8014T000000Be7PQAS","Item Deleted"
"8014T000000Be7QQAS","Item Deleted"
"8014T000000Be7RQAS","Item Deleted"
"8014T000000Be7SQAS","Item Deleted"
"8014T000000Be7TQAS","Item Deleted"
"8014T000000Be7UQAS","Item Deleted"
"8014T000000Be7VQAS","Item Deleted"
"8014T000000Be7WQAS","Item Deleted"
"8014T000000Be7XQAS","Item Deleted"
"8014T000000Be7YQAS","Item Deleted"
"8014T000000Be7ZQAS","Item Deleted"
"8014T000000BdsNQAS","Item Deleted"
"8014T000000BdsOQAS","Item Deleted"
"8014T000000BdsPQAS","Item Deleted"
"8014T000000BdsQQAS","Item Deleted"
"8014T000000BdsRQAS","Item Deleted"
"8014T000000BdsSQAS","Item Deleted"
"8014T000000BdsTQAS","Item Deleted"
