"ID","STATUS"
"a003k00000TpqpQAAR","Item Deleted"
"a003k00000TpqpRAAR","Item Deleted"
"a003k00000TpqpSAAR","Item Deleted"
"a003k00000TpqpTAAR","Item Deleted"
"a003k00000TpqpUAAR","Item Deleted"
"a003k00000TpqpVAAR","Item Deleted"
"a003k00000TpqpWAAR","Item Deleted"
"a003k00000TpqpXAAR","Item Deleted"
"a003k00000TpqpYAAR","Item Deleted"
"a003k00000TpqpZAAR","Item Deleted"
"a003k00000TpqpaAAB","Item Deleted"
"a003k00000TpqpbAAB","Item Deleted"
"a003k00000TpqpcAAB","Item Deleted"
"a003k00000TpqpdAAB","Item Deleted"
"a003k00000TpqpeAAB","Item Deleted"
"a003k00000TpqpfAAB","Item Deleted"
"a003k00000TpqpgAAB","Item Deleted"
"a003k00000TpqphAAB","Item Deleted"
"a003k00000TpqpiAAB","Item Deleted"
